"Gene_symbol","Wilcox_P","Mean_fc","Adjust_P","Adjust_P_rank","Mean_fc_rank","sgRNA_number","Screen_score"
"RP11-480D4.2",0.143825300840411,1.21834324229943,0.148,9519,9780,15,-0.896802063504804
"RP11-480I12.7",1.03e-05,0.931555817040811,0.001,2438,3116,9,0.412069512495775
"RP11-481C4.1",2.98e-07,0.864122656950973,0,587,2012,8,1.73097332279702
"RP11-481E4.2",2.52e-05,1.15734550070441,0.001,2438,8707,14,0.785341141024066
"RP11-481G8.2",0.137413155088452,1.16166808750214,0.141,9443.5,8803,5,-1.11340435804192
"RP11-481J13.1",1.05e-06,0.915334060383985,0,587,2815,17,1.4460696117628
"RP11-481J2.1",0.000736537396051142,0.883434832670727,0.001,2438,2310,5,0.674528698124524
"RP11-481J2.2",0.000398006592950035,1.02017340825773,0.001,2438,5187,18,0.161050175287406
"RP11-482D24.2",0.00168077114535094,1.13329429335736,0.002,3860.5,8120,9,0.426028321568871
"RP11-482D24.3",0.274385080919329,1.29935653620487,0.293,10755.5,10564,3,-0.84783356767636
"RP11-482E14.1",0.00284919116352158,1.17951663069273,0.003,4303,9164,15,0.470030082251784
"RP11-482H16.1",0.00160621469255563,1.11912962806435,0.002,3860.5,7775,6,0.363788104444239
"RP11-482M8.1",5.23e-09,0.686277686907225,0,587,499,20,2.87123559019746
"RP11-483A20.3",0.226759811770858,1.07508280390833,0.236,10358,6647,10,-1.70003594355403
"RP11-483F11.7",0.00793610772817866,1.08418417993917,0.01,5536,6874,8,-0.413519022561852
"RP11-483H20.4",0.0108397877878733,0.288770531309075,0.013,5822,53,5,5.22884485426269
"RP11-483I13.2",0.000653558400147572,0.695538380341837,0.001,2438,530,9,1.85783917764114
"RP11-483P21.2",0.000311289444898875,1.09861837087674,0.001,2438,7251,9,0.527641390214687
"RP11-483P21.6",0.00960752610611303,0.800186151885883,0.011,5690,1251,12,0.251287839983233
"RP11-484D2.2",1.7e-05,0.934906844355912,0.001,2438,3188,15,0.394300620649505
"RP11-484L8.1",0.0434207382153011,1.06440644395656,0.042,7622.5,6368,4,-1.0684328952955
"RP11-484O2.1",0.324224270678823,1.3279266875368,0.349,11117,10761,10,-0.809258980017067
"RP11-484P15.1",0.0361059825070386,1.21346015410679,0.036,7326.5,9707,16,-0.359153692750604
"RP11-485G7.6",0.00430299007719399,0.96759138751727,0.004,4765.5,3910,6,-0.29538240150176
"RP11-485M7.3",0.0990811819042442,1.02879213393985,0.095,8871.5,5419,4,-1.5586853818802
"RP11-485O10.3",0.00676473253197518,0.97457201798837,0.009,5337.5,4061,6,-0.64585068919777
"RP11-486A14.2",0.0816316348103699,1.08119654303152,0.074,8558.5,6811,3,-1.21428023286493
"RP11-486B10.3",0.033427445944107,0.652080348782226,0.031,7184.5,385,7,0.857181074235515
"RP11-486F17.1",0.196978179930437,1.22928336334953,0.211,10101,9923,6,-0.992555340862222
"RP11-486L19.2",4.74e-07,0.8643604615078,0,587,2018,47,1.72961171341837
"RP11-486M23.1",0.0348806628089864,1.22924536637296,0.034,7263,9922,7,-0.2726844214862
"RP11-486O13.2",0.032721934027085,1.30248417558832,0.031,7184.5,10587,20,0.05007766119348
"RP11-486O13.4",0.00159551099858643,1.22074432850012,0.002,3860.5,9810,9,0.793866772943148
"RP11-486P11.1",0.0900900040441242,0.940817405494208,0.081,8705.5,3302,6,-1.33535645541599
"RP11-488C13.4",0.00305420511402347,1.00585734528367,0.003,4303,4831,28,-0.318097851804441
"RP11-488C13.5",0.00970200304935977,0.910450065062987,0.011,5690,2733,4,-0.3875271980678
"RP11-488C13.6",2.76e-06,0.816404727161943,0,587,1416,12,0
"RP11-488C13.7",9.48e-05,0.862714088748446,0.001,2438,1989,9,0.791975840609606
"RP11-488I20.3",6.42e-06,0.950313263033219,0.001,2438,3508,28,0.313418788989479
"RP11-488I20.8",0.00401751842245022,1.06020506433983,0.004,4765.5,6257,16,-0.168120727472586
"RP11-488L18.8",0.000398170092771227,1.01308695855452,0.001,2438,4997,18,0.126556259012101
"RP11-488P3.1",0.0419337823445518,1.06825013099248,0.041,7534.5,6470,8,-1.04110070704188
"RP11-489D6.2",0.544761824801885,1.31902879634416,0.412,11501,10713,5,-0.90805601039869
"RP11-489E7.1",0.233547075947546,1.15739301155337,0.245,10426,8709,4,-1.34974463449643
"RP11-48D4.2",0.0411312571006301,1.24427321007675,0.041,7534.5,10103,8,-0.286296359863391
"RP11-48F14.1",9.4e-10,1.01182366579289,0,587,4969,39,1.0674520223561
"RP11-48F14.2",0.0320271346856022,1.13272625453962,0.029,7137.5,8098,4,-0.614721165835616
"RP1-148H17.1",0.000367620671200879,1.00552365943679,0.001,2438,4819,16,0.0894740601969634
"RP11-490D19.6",2.06e-05,0.906165643301314,0.001,2438,2654,14,0.548815346252303
"RP11-490E15.2",0.0520014618441234,1.11646775770933,0.049,7882,7698,5,-0.892875947371199
"RP11-490O24.2",0.00731901388905594,1.07410631599611,0.009,5337.5,6618,13,-0.418553741806934
"RP11-491F9.1",0.000409164655482749,0.979241199437223,0.001,2438,4168,10,0.165031847287193
"RP11-491F9.6",0.000734268321429309,0.914136864431406,0.001,2438,2789,7,0.50547582586086
"RP11-491H19.1",0.000243656187241985,0.861324938490911,0.001,2438,1969,21,0.799950269630011
"RP11-492A10.1",0.055274071590919,1.19706657207169,0.055,7979.5,9458,27,-0.593474918123946
"RP11-492E3.2",0.00454389604818122,1.08993985575239,0.004,4765.5,7038,12,-0.0312431841434943
"RP11-492E3.51",0.000652525140340328,0.967138225454876,0.001,2438,3902,11,0.22657408982135
"RP11-492I21.1",0.0530013621218915,1.00819243106551,0.05,7898,4890,4,-1.4056435873638
"RP11-493E12.1",5.09e-08,0.665711785652593,0,587,429,14,3.02178929141146
"RP11-493E12.3",0.00055842059782979,0.836103499479563,0.001,2438,1646,15,0.947014456604709
"RP11-493K19.3",1.06e-10,0.984493061112754,0,587,4300,25,1.08563327589982
"RP11-493L12.3",0.0104696965886427,1.06132291000882,0.013,5822,6293,5,-0.62170023152465
"RP11-493L12.4",0.169554420683543,1.11637480459404,0.18,9830.5,7693,6,-1.40659767861137
"RP11-493L12.5",4.94e-06,1.00734619369022,0.001,2438,4869,9,0.0984352303331196
"RP11-493P1.2",0.445738961372849,1.00221414711388,0.494,11958,4725,3,-2.33902345269959
"RP11-494G9.1",0.00703384910242223,0.996765738979192,0.009,5337.5,4610,7,-0.757277863948148
"RP11-494I9.2",0.836715596779731,1.33827864247842,0.152,9569.5,10830,4,-0.4426912174726
"RP11-494M8.4",0.0500455735587334,1.15367192531679,0.047,7811,8618,7,-0.714237525524317
"RP11-495K9.3",3.87e-05,0.753521594990058,0.001,2438,871,12,1.46161987609352
"RP11-495K9.5",0.127788061989396,1.21024890991843,0.13,9312,9661,7,-0.878608354753126
"RP11-495K9.7",0.00254188112960545,0.723448125171563,0.003,4303,683,6,1.25394589735138
"RP11-495K9.9",0.00209524797744959,0.797159529470472,0.003,4303,1212,12,0.773827249677181
"RP11-495O10.1",3.34e-06,1.03909117423756,0.001,2438,5685,14,0.251973537427097
"RP11-495O11.1",0.0764804936239204,1.05175134296482,0.07,8458,6038,3,-1.32900005417392
"RP11-495P10.6",0.00978106797399408,0.755620754601972,0.011,5690,883,8,0.534852957081079
"RP11-495P10.7",1.83e-05,0.680406038922711,0.001,2438,483,12,1.96668389936801
"RP11-495P10.8",7.31e-05,0.575390274564963,0.001,2438,244,7,2.79620797745156
"RP11-496B10.3",0.175772380532334,0.919311646863096,0.186,9881,2885,4,-1.54898191839423
"RP11-496I9.1",0.00191406502444239,0.751956300423134,0.003,4303,862,15,1.06269597703039
"RP11-496N12.6",0.000628652074446101,0.81962751832952,0.001,2438,1446,10,1.04549969193382
"RP11-497D6.3",0.0680489797111181,0.997197619590456,0.067,8286.5,4618,3,-1.548513856748
"RP11-497D6.5",0.00668807224000108,1.05393970100476,0.008,5256.5,6103,4,-0.466369751300268
"RP11-497E19.1",0.0975112242284883,1.11209683507629,0.094,8849.5,7592,3,-1.16920779276664
"RP11-497G19.1",0.117764366759555,0.735811633543322,0.118,9165.5,756,4,-0.26760689925922
"RP11-497G19.2",0.00559082726551628,0.748682507114478,0.006,5113,838,5,0.816944155836732
"RP11-497G19.3",0.000826031194223396,0.92183386952244,0.001,2438,2936,4,0.463984338204969
"RP11-497K21.1",0.870771523501982,1.42293487620666,0.124,9272,11430,5,-0.058799807117536
"RP11-498B4.5",0.00475042668260943,0.97001439787339,0.004,4765.5,3972,18,-0.307758763352558
"RP11-498C9.12",0.000874242175151739,0.883767126814526,0.001,2438,2315,18,0.672667746385742
"RP11-498C9.13",0.021161945193835,0.743240529209852,0.017,6593.5,799,7,0.445924058119677
"RP11-498C9.16",0.00342864535015343,1.08102574045604,0.003,4303,6806,8,0.0385430731267065
"RP11-498C9.2",0.00112252984752398,0.947095006543401,0.001,2438,3443,10,0.33020537019596
"RP11-498C9.3",3.64e-05,0.736304033735527,0.001,2438,760,22,1.57599852938403
"RP11-498J9.2",0.00704154127524771,0.873478897008002,0.009,5337.5,2160,6,-0.103922074272677
"RP11-498M15.1",0.0948366403004857,0.917493004056859,0.086,8783,2861,3,-1.2347584309768
"RP11-498M5.2",0.0701348000432212,1.21197346085798,0.068,8326.5,9682,3,-0.615894558690521
"RP11-498P14.3",3.41e-05,0.696985737938159,0.001,2438,539,8,1.84755289023563
"RP11-498P14.5",0.000756311252653376,0.807187440400373,0.001,2438,1313,5,1.12118084987976
"RP11-499E18.1",0.000122547604421401,0.904906252773222,0.001,2438,2638,10,0.555697503540332
"RP11-499F3.1",0.50785588098349,1.20153444562841,0.443,11676,9532,4,-1.39838899170612
"RP11-499F3.2",0.00375624620181126,1.1031914536476,0.004,4765.5,7397,11,0.0285589999357409
"RP11-499O7.7",0.000993243974064557,1.01657493155816,0.001,2438,5097,7,0.143564319916669
"RP11-499P20.2",0.00218620161664413,0.984916005636908,0.003,4303,4311,17,-0.272776273569982
"RP1-149A16.12",0.00044252070803004,0.945840997310389,0.001,2438,3421,7,0.336761789685057
"RP1-149A16.3",7.15e-07,0.925108022739645,0,587,3002,13,1.39350987920246
"RP11-49G10.3",0.00143167186636671,0.730664099656037,0.002,3860.5,722,9,1.35865638982617
"RP11-49I11.1",0.0814068890807382,1.09777413711988,0.074,8558.5,7229,4,-1.13898172290058
"RP11-49I4.3",0.114810188406745,1.08758878801658,0.116,9133.5,6976,4,-1.3624605464414
"RP11-49K24.4",0.0391892266311402,1.07017975099558,0.04,7454,6521,8,-1.02244149164516
"RP11-49K4.2",0.0911295447011281,1.19852312254719,0.082,8727.5,9485,5,-0.744962321666413
"RP1-149L1.1",0.00745350198458151,1.09973831658947,0.009,5337.5,7282,7,-0.301850768017791
"RP11-49O14.2",0.000145755992674606,0.944191541505206,0.001,2438,3381,8,0.345398996305879
"RP11-49O14.3",0.0365302664869131,1.00605667353003,0.036,7326.5,4834,4,-1.28669847341016
"RP11-4B14.3",0.011438803565892,0.991051173824891,0.014,5944,4462,4,-0.901778603256274
"RP11-4C20.4",0.0506290059575484,1.15007832140413,0.047,7811,8537,9,-0.729676029472973
"RP11-4F22.2",7.16e-06,1.11749964766384,0.001,2438,7729,17,0.611966620979981
"RP11-4G2.1",0.61395801606654,1.14256185036312,0.355,11177.5,8349,3,-1.55999123386888
"RP11-4K16.2",1.44e-05,1.14586461490242,0.001,2438,8423,24,0.736006102257978
"RP11-4N23.1",0.0298633390692742,1.13973987815865,0.026,7026,8285,5,-0.541202386484501
"RP11-4O3.2",0.126583810474063,1.17611168862153,0.13,9312,9086,4,-1.02019851493574
"RP11-500B12.1",3.71e-06,1.00068999564266,0.001,2438,4685,19,0.0656286633254657
"RP11-501C14.5",9.06e-07,0.850197259957926,0,587,1820,17,1.81136708457666
"RP11-501C14.6",6.77e-06,0.890842649071219,0.001,2438,2422,19,0.633207777364891
"RP11-501J20.5",0.00867902994924455,1.20236913479264,0.01,5536,9546,11,0.0984901625585188
"RP11-501O2.1",0.00020652307295187,0.961087903433757,0.001,2438,3761,8,0.257628598157799
"RP11-501O2.3",0.0299386427774897,0.89484980837836,0.026,7026,2479,10,-0.639688309254629
"RP11-501O2.4",0.00028225552690518,0.964757774055461,0.001,2438,3852,15,0.238768999484564
"RP11-501O2.5",4.59e-06,1.03699517052463,0.001,2438,5647,23,0.241981531168526
"RP11-502H18.2",0.00494406225809594,0.797971226086062,0.004,4765.5,1220,7,0.65836663776098
"RP11-502M1.2",0.012800537548597,0.892543636029772,0.015,6203.5,2450,12,-0.410781314470291
"RP11-502N13.2",0.0485018576405323,1.12808205325878,0.047,7811,7985,4,-0.825238601541568
"RP11-503C24.1",0.121885957231074,1.17471586237446,0.121,9208.5,9051,9,-0.99776173147757
"RP11-503C24.2",0.0727798813347692,1.13221552166986,0.069,8391.5,8086,3,-0.958519987871445
"RP11-503C24.3",0.895647241473303,1.35255144875185,0.112,9051.5,10924,6,-0.269672734370023
"RP11-503C24.4",0.00134432390797177,1.14139033268373,0.002,3860.5,8319,24,0.461254279886781
"RP11-503C24.6",0.0840823926108309,1.07181771126279,0.077,8607,6567,6,-1.27306863808266
"RP11-503D12.1",0.311644076462375,1.26353570587162,0.334,11023.5,10286,4,-1.03788406026563
"RP11-503E24.2",0.162155473794591,0.90407513718047,0.171,9746,2624,3,-1.43308898064475
"RP11-503G7.1",0.00385712533306253,0.930639697661729,0.004,4765.5,3099,6,-0.102699990368512
"RP11-503L23.1",0.10333280227615,1.21536805236191,0.102,8924.5,9742,5,-0.762002230356879
"RP11-503N18.1",8.36e-14,0.930489518580216,0,587,3094,77,1.36480726978403
"RP11-503N18.4",0.0562356808712377,0.605345274341449,0.057,8002.5,282,9,0.985198279010051
"RP11-504A18.1",0.000440602027536964,1.07231070448684,0.001,2438,6583,14,0.407700936164838
"RP11-505E24.2",6.13e-05,0.910412583037543,0.001,2438,2731,12,0.52567751107148
"RP11-505E24.3",0.0339143444629306,1.01244243948376,0.033,7238.5,4981,8,-1.22112145335995
"RP11-505P4.7",0.00660380784936777,1.03901827345768,0.008,5256.5,5682,14,-0.53693054782255
"RP11-506B6.6",2.28e-06,1.04512894864934,0,587,5851,24,1.22771467019295
"RP11-506D12.5",0.00190157560024982,0.716929830944224,0.002,3860.5,646,7,1.45255508697036
"RP11-506H20.1",0.0127543692038883,0.874336960305162,0.015,6203.5,2176,17,-0.308796052097514
"RP11-506N2.1",0.00255061285725527,1.11923822418527,0.003,4303,7778,16,0.210445662187701
"RP11-506O24.1",0.000168880259514806,0.993530740439607,0.001,2438,4533,13,0.0933428156273147
"RP11-507B12.1",0.0148499187961486,1.23305941626211,0.015,6203.5,9978,10,0.0643807475651515
"RP11-507B12.2",0.00182475594184231,1.15273996235903,0.002,3860.5,8601,12,0.510218297339283
"RP11-507K2.2",2.41e-05,0.981982670081331,0.001,2438,4245,14,0.151197452131412
"RP11-507K2.3",0.00472911709708391,0.804088882211435,0.004,4765.5,1285,4,0.62057446147133
"RP11-508M8.1",0.833987439968887,1.35183473086812,0.158,9623.5,10920,3,-0.408096996450731
"RP11-508N12.2",5.8e-05,1.08279145592212,0.001,2438,6844,14,0.455833104861838
"RP11-508N22.8",0.0154997373063294,1.06726604140455,0.015,6203.5,6439,17,-0.650183769901077
"RP11-508N22.9",0.000126918388405148,0.985615374879713,0.001,2438,4324,7,0.132924958208626
"RP11-508O18.1",0.00296867059619395,1.29865476445886,0.003,4303,10555,6,0.94620555085831
"RP11-508P1.2",0.0375502535250398,1.05280662501236,0.038,7383,6065,5,-1.08322754357954
"RP11-509A17.3",0.000216524465674635,0.320102140796516,0.001,2438,62,12,5.69765943568449
"RP11-509E10.1",0.460518710836406,1.16950871590509,0.491,11943,8939,7,-1.57270086869382
"RP11-509J21.1",4.97e-05,1.17740657457952,0.001,2438,9122,21,0.870383371519114
"RP11-509J21.2",0.038330977634643,1.10608655261008,0.039,7418,7455,8,-0.849157568824906
"RP11-50B3.2",0.0825197157552452,1.04637596594578,0.074,8558.5,5882,6,-1.37627362306756
"RP11-50C13.2",0.0640083241628159,0.869435752037839,0.064,8178,2087,4,-0.851990720679031
"RP11-50D16.4",0.00355134985666814,1.02145407075585,0.003,4303,5223,7,-0.241955473760565
"RP1-150O5.3",0.211289954257344,1.31746885976587,0.226,10239.5,10700,3,-0.676822521554694
"RP11-510C10.2",0.0310343641700494,1.19407760049053,0.027,7070.5,9423,6,-0.325577359609966
"RP11-510C10.3",0.00340598611276406,1.03491082702633,0.003,4303,5590,6,-0.177188751920173
"RP11-510D19.1",0.00414714094896149,1.25771844996511,0.004,4765.5,10241,23,0.677278767820439
"RP11-510D21.1",0.16218888649183,1.07912607880167,0.171,9746,6749,3,-1.55428023081802
"RP11-510I5.4",0.000223009259585467,0.943264238001625,0.001,2438,3361,11,0.35026135376882
"RP11-510J16.5",3.15e-07,0.939584829246339,0,587,3282,17,1.31667200178856
"RP11-510J16.6",0.000345712081471726,0.935459801000915,0.001,2438,3198,6,0.391374679020051
"RP11-510M2.1",1.6e-05,0.99734803681209,0.001,2438,4620,14,0.0743663329483444
"RP11-510M2.2",0.00574738842508269,0.996369978159179,0.006,5113,4599,8,-0.59733477101805
"RP11-510M2.5",0.0552637945834599,0.885022657890185,0.055,7979.5,2331,3,-0.88016340034141
"RP11-510M2.6",0.0721380776168226,0.906121084324435,0.069,8391.5,2652,5,-1.08616809928694
"RP11-510N19.5",0.00628593754915145,0.921096666600904,0.006,5113,2922,8,-0.208613008102782
"RP11-511B23.1",0.0225975850869636,0.939930448854211,0.018,6672.5,3288,12,-0.738341032838824
"RP11-511B23.2",4.98e-07,0.999574834737959,0,587,4657,22,1.01040030273531
"RP11-511B23.3",0.00256693782638641,1.0647449133631,0.003,4303,6379,8,-0.0365515371631271
"RP11-512C24.3",0.112293967250448,0.791449788921982,0.113,9077.5,1147,3,-0.611218131661039
"RP11-512N21.3",0.00028255050946212,0.889342174375981,0.001,2438,2394,11,0.641549632524192
"RP11-512N4.2",0.151882684466103,0.988287924646133,0.158,9616,4381,3,-1.84259869059917
"RP11-513G11.2",4.62e-08,0.813734127386548,0,587,1389,14,0
"RP11-513G11.3",0.00504347692182306,0.964729030421981,0.005,4986,3850,14,-0.366923141752242
"RP11-513G11.4",1.05e-05,0.693581628799192,0.001,2438,525,12,1.87177977652979
"RP11-513G19.1",0.000124294149450617,0.92392975871879,0.001,2438,2976,9,0.452746232418368
"RP11-513I15.6",9.08e-06,0.811733541796618,0.001,2438,1360,9,1.0933895597336
"RP11-513M1.1",0.0046601497123335,0.974458831984338,0.004,4765.5,4059,4,-0.330380104142525
"RP11-513O17.2",1.49e-11,1.08931839706497,0,587,7018,70,1.43264311347133
"RP11-513O17.3",0.0143120769533336,0.821930518145081,0.015,6203.5,1480,13,-0.00293435618996774
"RP11-514A9.1",0.634433929994429,1.23057000666379,0.339,11057,9942,4,-1.17457452267247
"RP11-514D23.1",0.0039277794054851,1.0800305080818,0.004,4765.5,6781,9,-0.0764393928907532
"RP11-514D23.3",0.193172431219644,1.19475510048394,0.208,10074,9430,4,-1.12788837501215
"RP11-514F3.4",0.0414216965025992,1.02744198479957,0.041,7534.5,5380,5,-1.23384458027119
"RP11-514F3.5",0.0311581077126579,1.10793890207086,0.028,7113.5,7500,4,-0.710401372080805
"RP11-514F8.2",0.000152001632856949,1.05511673335375,0.001,2438,6128,12,0.327710545962767
"RP11-514P8.2",0.00238537836422674,1.10352903870715,0.003,4303,7406,7,0.140497617314378
"RP11-514P8.8",7.92e-08,0.509807073715396,0,587,152,25,4.34207712884654
"RP11-515E23.1",0.130065922420833,1.13162033303227,0.134,9360.5,8069,3,-1.2229921323773
"RP11-515E23.2",0.000226295045296533,1.29925802337016,0.001,2438,10560,4,1.35771759789223
"RP11-515O17.2",0.315100753918586,1.00278449291127,0.338,11052,4739,3,-2.18636218308524
"RP11-515O17.3",0.294700280779503,1.12664867607601,0.314,10916,7947,8,-1.58094074954726
"RP11-516C1.1",0.000250978358121818,0.884382139832803,0.001,2438,2322,14,0.669225325011884
"RP11-516J2.1",0.0667699391283103,1.12489518643427,0.067,8286.5,7913,7,-0.979018578927516
"RP11-517B11.4",0.169158674626773,0.840214382849923,0.178,9813,1693,3,-1.08642604879925
"RP11-517C16.2",0.00646136044514957,0.950595870117248,0.007,5220,3513,14,-0.42456602047957
"RP11-517C16.4",0.186561022297062,1.03121227943363,0.202,10019,5488,5,-1.84479145025165
"RP11-517I3.1",7.42e-06,1.08659791746174,0.001,2438,6953,19,0.47319879696274
"RP11-517P14.2",0.0170648465725653,0.943654827941886,0.015,6203.5,3372,3,-0.686336771281686
"RP11-518I13.1",3.2e-06,0.96301109304339,0.001,2438,3810,14,0.247736294363569
"RP11-519C12.1",0.0380155951806605,1.02365622827553,0.038,7383,5280,4,-1.22217632822363
"RP11-519G16.2",0.254086140672222,1.07324694404438,0.278,10623,6604,3,-1.77315830651568
"RP11-519G16.3",0.00195387301131098,0.926027121869081,0.003,4303,3019,22,0.0323118946819206
"RP11-519G16.5",0.0306070334539006,0.968335855298209,0.027,7070.5,3938,4,-1.0450868304142
"RP11-519M16.1",5.97e-05,1.15558715936261,0.001,2438,8661,28,0.77781711168716
"RP1-151B14.6",0.00428385102822767,0.745955382352307,0.004,4765.5,817,4,0.991919633321485
"RP11-51B23.3",0.0137357967009437,1.12295906792622,0.015,6203.5,7874,5,-0.398466060162441
"RP1-151F17.1",9.7e-06,0.84572217711345,0.001,2438,1763,16,0.890412006226514
"RP11-51G5.1",0.0635787925170342,1.15557736860329,0.064,8178,8660,8,-0.827786083822425
"RP11-51M24.1",0.0424901853220692,1.12696708637272,0.041,7534.5,7956,8,-0.776313013962447
"RP11-520A21.1",0.0271095546297734,1.22728498968725,0.023,6875.5,9898,5,-0.126760044656219
"RP11-520D19.1",0.692413529821096,1.37338308187879,0.286,10688.5,11056,4,-0.564092940605156
"RP11-520D19.2",0.00510501888878802,1.08575120403809,0.005,4986,6927,10,-0.136498357028439
"RP11-521B24.3",2.94e-05,0.901009379489037,0.001,2438,2571,19,0.577053466368291
"RP11-521B24.5",0.0371458225477469,0.796068525079806,0.038,7383,1200,7,-0.210273588778632
"RP11-521C20.2",0.048293485092675,0.782303257056494,0.047,7811,1075,8,-0.207714511997285
"RP11-521C20.3",0.00127742033503907,0.545116568369153,0.002,3860.5,196,13,2.80825715311368
"RP11-521D12.1",0.00012227829883409,1.02795619478825,0.001,2438,5394,13,0.198658597766104
"RP11-521D12.2",3.41e-07,1.02005868906992,0,587,5185,25,1.10756396113057
"RP11-521D12.5",0.0403672798353033,1.05071458506074,0.041,7534.5,6009,7,-1.12300605117135
"RP11-521L9.2",0.102437901270075,1.16285894126827,0.098,8905,8820,6,-0.964773770027607
"RP11-521M14.1",0.118529723298864,1.15757020045914,0.119,9171.5,8718,7,-1.06394408912614
"RP11-522B15.3",0.9537826978352,1.35395404422236,0.051,7915,10935,7,0.0457388193561981
"RP11-522B15.4",0.0394540913963534,1.20611265890719,0.04,7454,9594,13,-0.430712150181697
"RP11-522B15.7",0.877499300411896,1.32421732324476,0.12,9181,10747,3,-0.401667039547322
"RP11-522I20.3",0.00337082882161848,1.09424916176405,0.003,4303,7144,5,0.0987079256407374
"RP11-522M21.3",0.000691084519803251,1.04670687918373,0.001,2438,5894,8,0.288110021111392
"RP11-522N14.2",0.0109203104725693,0.97189575931823,0.013,5822,4004,7,-0.77614149748125
"RP11-523H24.3",0.0149739036173508,0.950078159696788,0.015,6203.5,3503,4,-0.719906293478388
"RP11-523L1.2",0.0014361940303642,1.05312889776443,0.002,3860.5,6074,13,0.0629875267087532
"RP11-523L20.1",0.432118696770644,1.2055000851714,0.486,11906,9588,7,-1.41866382036234
"RP11-523L20.2",8.91e-06,1.107305453296,0.001,2438,7482,23,0.566617101710033
"RP11-523O18.1",0.0129406729085918,0.726226653734558,0.015,6203.5,701,6,0.609641762180018
"RP11-523O18.5",0.00134562658379983,0.867663507165698,0.002,3860.5,2060,21,0.508276447217727
"RP11-523O18.7",0.0381825422626684,1.07274694769079,0.039,7418,6591,5,-1.00061067477223
"RP11-524F11.1",0.00855990234518036,0.872972126203309,0.01,5536,2154,12,-0.142229103521545
"RP11-524F11.2",0.548747590669581,1.39810415955125,0.406,11469.5,11244,4,-0.614146408574113
"RP11-524G24.2",0.000158657774393139,0.81797089937326,0.001,2438,1433,11,1.05551144380049
"RP11-524K22.1",0.00809291995152081,1.00030613894467,0.01,5536,4673,6,-0.811982939645676
"RP11-524N5.1",3.05e-08,0.951285001009959,0,587,3528,27,1.2554316096432
"RP11-524P6.1",0.177913463125265,0.830589761669481,0.191,9917,1582,3,-1.0572405637162
"RP11-525A16.4",0.0208816305786617,1.13224671058589,0.017,6593.5,8088,17,-0.406832824483107
"RP11-525G13.2",0.0105182090747214,0.904475976071049,0.013,5822,2632,6,-0.420381681438299
"RP11-525K10.1",0.00251826036129796,1.10224253117357,0.003,4303,7363,12,0.134725166755678
"RP11-525K10.2",0.0168773722510601,1.06561310177435,0.015,6203.5,6393,6,-0.657853813980821
"RP11-525K10.3",5.84e-05,0.925354085924063,0.001,2438,3010,41,0.44512356339126
"RP11-526A4.1",4.74e-07,1.17097742497122,0,587,8979,41,1.79035820906029
"RP11-526F3.1",0.328124527834077,1.34498270248577,0.351,11142,10891,8,-0.748359269744798
"RP11-526H11.1",0.054904418981024,1.13823919643024,0.054,7966,8246,3,-0.835607558737636
"RP11-526I2.1",3.12e-05,1.01642479382193,0.001,2438,5091,16,0.142833420573355
"RP11-526K17.2",0.00366858541091176,1.13013725053544,0.004,4765.5,8038,14,0.14797659337074
"RP11-526N18.1",0.0112050340007927,1.12186944443387,0.013,5822,7847,6,-0.347153288069679
"RP11-526P5.1",0.283494405492157,1.10211130724692,0.303,10839,7360,3,-1.6758270070356
"RP11-526P5.2",0.041385863091617,1.23101314397386,0.041,7534.5,9949,4,-0.339316034233064
"RP11-526P6.1",0.000297464264933327,0.951548350384087,0.001,2438,3532,26,0.30699160246265
"RP11-527D15.1",0.122374168220994,1.07932951953588,0.122,9245,6756,3,-1.42008515935195
"RP11-527D7.1",0.0198841356324505,1.00910173800819,0.016,6459.5,4912,16,-0.952824321223864
"RP11-527F13.1",0.00255405477269429,1.09138642015044,0.003,4303,7080,10,0.085744712610953
"RP11-527H14.2",0.000465632460082682,0.963467863524931,0.001,2438,3820,15,0.245389708585206
"RP11-527H14.3",0.0152911450117283,0.861763392580645,0.015,6203.5,1978,5,-0.237117534743662
"RP11-527H14.4",0.0564443190276248,0.964625588972419,0.057,8002.5,3846,12,-1.32044105653957
"RP11-527L4.6",7.8e-05,0.793696729799583,0.001,2438,1169,11,1.20458327721259
"RP11-527N12.2",0.02515591745834,1.04777103177809,0.022,6777.5,5927,4,-0.89184410155939
"RP11-527N22.1",0.200119759710428,1.20757540579374,0.214,10137.5,9621,8,-1.08629694751409
"RP11-527N22.2",0.0561783967497097,0.884746064138466,0.057,8002.5,2327,3,-0.892698660470955
"RP11-528A4.2",0.0014983349397748,0.958182851084907,0.002,3860.5,3689,11,0.0172176910644858
"RP11-528G1.2",0.123153147031619,0.77491298131388,0.122,9245,1011,3,-0.536971028416586
"RP11-528N21.1",0.00269554060580124,1.16054312747502,0.003,4303,8777,5,0.389780879567126
"RP11-529E15.1",0.546882853142985,1.18348694729045,0.409,11487,9241,3,-1.44175064310024
"RP11-529H2.2",0.000324462460632687,1.05423922120521,0.001,2438,6110,9,0.323593271074826
"RP11-529K1.2",0.00149714600946953,1.06256354590661,0.002,3860.5,6324,17,0.10712248786934
"RP11-530C5.1",0.906371254003892,1.22907244977238,0.105,8949,9920,6,-0.717952299779638
"RP11-530I17.1",0.0955291172581507,0.932939719064889,0.087,8798.5,3155,7,-1.32193702917939
